İlan Numarası,price,location,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Eşya Durumu,Banyo Sayısı,Balkon Sayısı,WC Sayısı,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Site İçerisinde,Takas,Balkon Durumu,Balkon Tipi,Fiyat Durumu,Tapu Durumu,İpotek Durumu,Kira Getirisi,Yapı Durumu,Zemin Etüdü,Görüntülü Gezilebilir mi?,Aidat,Banyo Metrekare,Balkon Metrekare,WC Metrekare,Salon Metrekare,Ada,Parsel,Pafta,Balkon Tipi Fransız Balkon
14421353,"1,900,000TL",Antalya - Kepez - Güneş Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,9.Kat,Klimalı,Krediye Uygun,,,1,,,19 Aralık 2023,Konut,Daire,95 M2,11-15,10,Mülk Sahibi Oturuyor,,Hayır,,,,Genel Fiyat,Kat Mülkiyeti,,,İkinci El,,Hayır,,,,,,,,,
14421299,"4,300,000TL",Antalya - Muratpaşa - Yenigün Mahallesi,19 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,2,,19 Aralık 2023,Konut,Daire,110 M2,0 (Yeni),3,Boş,,Hayır,Yok,Var,,Genel Fiyat,,,,,,Hayır,,,,,,,,,
14421185,"13,000,000TL",Antalya - Döşemealtı - Yeşilbayır Mahallesi,19 Aralık 2023,Satılık,220 M2,4+1,,Yerden Isıtma,Krediye Uygun Değil,,Boş,3,,,19 Aralık 2023,Konut,Villa,240 M2,0 (Yeni),2,Boş,,Hayır,Var,,,Genel Fiyat,,,,Sıfır,,,,,,,,,,,
14421157,"2,945,000TL",Antalya - Kepez - Habibler Mahallesi,19 Aralık 2023,Satılık,95 M2,2+1,5.Kat,Klimalı,Krediye Uygun Değil,,Eşyalı,2,,,19 Aralık 2023,Konut,Daire,120 M2,5-10,5,Kiracı Oturuyor,,Hayır,Yok,,,Genel Fiyat,,,,İkinci El,,,400 TL,,,,,,,,
14421102,"2,550,000TL",Antalya - Kepez - Habibler Mahallesi,19 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun Değil,,Boş,1,,,19 Aralık 2023,Konut,Daire,110 M2,0 (Yeni),5,Boş,,Hayır,Yok,,,Genel Fiyat,,,,Sıfır,,,,,,,,,,,
14421098,"4,000,000TL",Antalya - Manavgat - Sarılar Mahallesi,19 Aralık 2023,Satılık,180 M2,4+1,Çatı Dubleks,Klimalı,Krediye Uygun,Betonarme,Boş,1,3,2,19 Aralık 2023,Konut,Daire,186 M2,0 (Yeni),3,Boş,Yatırıma Uygun,Hayır,,Var,,Genel Fiyat,Kat Mülkiyeti,Yok,20000 TL,Sıfır,,Evet,,,,,,,,,
14421081,"3,650,000TL",Antalya - Manavgat - Ilıca Mahallesi,19 Aralık 2023,Satılık,85 M2,2+1,2.Kat,Sobalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14421074,"10,000,000TL",Antalya - Alanya - Saray Mahallesi,20 Aralık 2023,Satılık,80 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Eşyalı,1,,1,19 Aralık 2023,Konut,Residence,90 M2,4,4,Mülk Sahibi Oturuyor,,Hayır,Var,,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14420871,"2,550,000TL",Antalya - Alanya - Konaklı Mahallesi,19 Aralık 2023,Satılık,45 M2,1+1,2.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,1,1,19 Aralık 2023,Konut,Daire,55 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Hayır,Yok,Var,,Genel Fiyat,,,,Sıfır,,,,,,,,,,,
14420509,"6,342,000TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,41 M2,1+1,4.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,,1,19 Aralık 2023,Konut,Daire,49 M2,0 (Yeni),9,Boş,Yatırıma Uygun,Evet,Var,Var,,Genel Fiyat,Kat İrtifakı,Yok,,Sıfır,,Evet,,,,,,,,,
14420396,"6,659,100TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,57 M2,2+1,6.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,,1,19 Aralık 2023,Konut,Daire,64 M2,0 (Yeni),9,Boş,Yatırıma Uygun,Hayır,,Var,,Genel Fiyat,Kat İrtifakı,Yok,,Sıfır,,Evet,,,,,,,,,
14420368,"1,675,000TL",Antalya - Muratpaşa - Sinan Mahallesi,19 Aralık 2023,Satılık,40 M2,1+1,2.Kat,Klimalı,Krediye Uygun,Betonarme,Eşyalı,1,,,19 Aralık 2023,Konut,Daire,55 M2,21 Ve Üzeri,2,Boş,,Hayır,Yok,Var,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14420330,"2,550,000TL",Antalya - Kepez - Şafak Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,19 Aralık 2023,Konut,Daire,100 M2,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,Hayır,,Var,,Genel Fiyat,Kat Mülkiyeti,,,,,Evet,,,,,,,,,
14420139,"4,819,920TL",Antalya - Alanya - Avsallar Mahallesi,20 Aralık 2023,Satılık,41 M2,1+1,6.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,,1,19 Aralık 2023,Konut,Daire,47 M2,0 (Yeni),8,Boş,Yatırıma Uygun,Evet,Var,Var,,Genel Fiyat,Kat İrtifakı,,,Sıfır,,Evet,,,,,,,,,
14419969,"3,350,000TL",Antalya - Alanya - Güller Pınarı Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,2.Kat,Isıtma Yok,Krediye Uygun,,Boş,1,,1,19 Aralık 2023,Konut,Daire,95 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,Hayır,Var,,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14419940,"22,400,000TL",Antalya - Kemer - Çamyuva Mahallesi,19 Aralık 2023,Satılık,240 M2,4+1,,Klimalı,Krediye Uygun,,Eşyalı,4,4 +,4,19 Aralık 2023,Konut,Villa,250 M2,16-20,3,Boş,Yatırıma Uygun,Hayır,Yok,Var," Açık Balkon, Açık Teras  ",Genel Fiyat,Kat Mülkiyeti,Yok,,,Var,Evet,,,,,,,,,
14419794,"13,280,000TL",Antalya - Kemer - Merkez Mahallesi,19 Aralık 2023,Satılık,141 M2,3+1,,Klimalı,Krediye Uygun,Betonarme,Eşyalı,2,3,3,19 Aralık 2023,Konut,Villa,151 M2,11-15,3,Boş,Yatırıma Uygun,Hayır,Yok,Var," Açık Balkon, Açık Teras  ",Genel Fiyat,Kat Mülkiyeti,Yok,,İkinci El,Var,Evet,,,,,,,,,
14419792,"2,349,999TL",Antalya - Muratpaşa - Gebizli Mahallesi,19 Aralık 2023,Satılık,85 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,100 M2,11-15,6,Kiracı Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14419790,"2,600,000TL",Antalya - Muratpaşa - Yenigün Mahallesi,19 Aralık 2023,Satılık,130 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,145 M2,5-10,4,Kiracı Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14419788,"1,390,000TL",Antalya - Muratpaşa - Yenigün Mahallesi,19 Aralık 2023,Satılık,40 M2,1+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,60 M2,11-15,4,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14419733,"4,650,000TL",Antalya - Alanya - Oba Mahallesi,19 Aralık 2023,Satılık,55 M2,1+1,4.Kat,Klimalı,Krediye Uygun Değil,,Eşyalı,1,,,19 Aralık 2023,Konut,Daire,60 M2,5-10,5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14419729,"2,650,000TL",Antalya - Alanya - Avsallar Mahallesi,19 Aralık 2023,Satılık,50 M2,1+1,1.Kat,Klimalı,Krediye Uygun Değil,,Boş,1,,,19 Aralık 2023,Konut,Daire,56 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14419728,"9,900,000TL",Antalya - Alanya - Kargıcak Mahallesi,19 Aralık 2023,Satılık,300 M2,4+1,3.Kat,Klimalı,Krediye Uygun Değil,,,4,,,19 Aralık 2023,Konut,Daire,360 M2,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Bilinmiyor,,,,,,,,,,,,,,
14419702,"5,750,000TL",Antalya - Alanya - Mahmutlar Mahallesi,19 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Bilinmiyor,,Eşyalı,1,2,1,19 Aralık 2023,Konut,Daire,80 M2,1,12,Boş,,Hayır,,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14419702,"5,750,000TL",Antalya - Alanya - Mahmutlar Mahallesi,19 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Bilinmiyor,,Eşyalı,1,2,1,19 Aralık 2023,Konut,Daire,80 M2,1,12,Boş,,Hayır,,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14419566,"1,739,000TL",Antalya - Alanya - Avsallar Mahallesi,19 Aralık 2023,Satılık,45 M2,1+1,3.Kat,Klimalı,Krediye Uygun,,Eşyalı,1,,,19 Aralık 2023,Konut,Daire,48 M2,0 (Yeni),4,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14419507,"2,700,000TL",Antalya - Kepez - Ahatlı Mahallesi,20 Aralık 2023,Satılık,95 M2,2+1,3.Kat,Klimalı,Krediye Uygun,,Boş,1,2,2,19 Aralık 2023,Konut,Daire,110 M2,5-10,3,Mülk Sahibi Oturuyor,,Hayır,,Var,Kapalı Balkon,Genel Fiyat,,,12000 TL,,,,100 TL,,,,,,,,
14419330,"2,995,000TL",Antalya - Muratpaşa - Üçgen Mahallesi,19 Aralık 2023,Satılık,160 M2,3+1,1.Kat,Klimalı,Krediye Uygun Değil,,Eşyalı,2,,,19 Aralık 2023,Konut,Daire,170 M2,21 Ve Üzeri,6,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14418793,"5,500,000TL",Antalya - Muratpaşa - Güzeloba Mahallesi,19 Aralık 2023,Satılık,135 M2,3+1,Yüksek Giriş,Klimalı,Krediye Uygun,Betonarme,Eşyalı,1,1,,19 Aralık 2023,Konut,Daire,145 M2,5-10,2,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,,Yok,8000 TL,İkinci El,,Hayır,,,,,,,,,
14418726,"2,750,000TL",Antalya - Aksu - Altıntaş Mahallesi,19 Aralık 2023,Satılık,45 M2,1+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,50 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Hayır,Yok,Var,,Genel Fiyat,,,,,,Evet,,,,,,,,,
14418612,"6,400,000TL",Antalya - Alanya - Konaklı Mahallesi,19 Aralık 2023,Satılık,100 M2,2+1,3.Kat,Klimalı,Bilinmiyor,Betonarme,Eşyalı,2,2,2,19 Aralık 2023,Konut,Daire,120 M2,5-10,4,Boş,Bilinmiyor,Evet,,Var,,Genel Fiyat,Bilinmiyor,Yok,,İkinci El,,Hayır,,,,,,,,,
14418551,"6,400,000TL",Antalya - Alanya - Konaklı Mahallesi,19 Aralık 2023,Satılık,100 M2,2+1,3.Kat,Klimalı,Bilinmiyor,Betonarme,,2,,2,19 Aralık 2023,Konut,Daire,120 M2,5-10,4,Boş,Bilinmiyor,Evet,,,,Genel Fiyat,Kat İrtifakı,,,İkinci El,,Hayır,,,,,,,,,
14418232,"2,350,000TL",Antalya - Kepez - Fevzi Çakmak Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),2,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14418228,"1,480,000TL",Antalya - Kepez - Kuzeyyaka Mahallesi,19 Aralık 2023,Satılık,85 M2,2+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,90 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14418227,"1,830,000TL",Antalya - Kepez - Kuzeyyaka Mahallesi,19 Aralık 2023,Satılık,85 M2,2+1,3.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,95 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14418146,"3,500,000TL",Antalya - Manavgat - Kavaklı Mahallesi,20 Aralık 2023,Satılık,115 M2,3+1,2.Kat,Sobalı,Krediye Uygun,,,1,,,19 Aralık 2023,Konut,Daire,125 M2,5-10,3,Mülk Sahibi Oturuyor,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14418028,"5,000,000TL",Antalya - Konyaaltı - Hurma Mahallesi,19 Aralık 2023,Satılık,80 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Eşyalı,1,1,1,19 Aralık 2023,Konut,Daire,90 M2,5-10,5,Boş,,Evet,,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14417947,"3,900,000TL",Antalya - Manavgat - Hatipler Mahallesi,19 Aralık 2023,Satılık,240 M2,4+1,Çatı Katı,Klimalı,Krediye Uygun,Betonarme,,2,,,19 Aralık 2023,Konut,Daire,250 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,Sıfır,,,100 TL,,,,,,,,
14417935,"3,445,000TL",Antalya - Muratpaşa - Cumhuriyet Mahallesi,19 Aralık 2023,Satılık,140 M2,3+1,4.Kat,Klimalı,Krediye Uygun,Betonarme,,1,,,19 Aralık 2023,Konut,Daire,160 M2,16-20,6,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,İkinci El,,,100 TL,,,,,,,,
14417934,"2,780,000TL",Antalya - Muratpaşa - Konuksever Mahallesi,19 Aralık 2023,Satılık,100 M2,2+1,3.Kat,Klimalı,Krediye Uygun,Betonarme,Eşyalı,1,,,19 Aralık 2023,Konut,Daire,110 M2,5-10,3,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,İkinci El,,,100 TL,,,,,,,,
14417932,"2,390,000TL",Antalya - Kepez - Karşıyaka Mahallesi,19 Aralık 2023,Satılık,95 M2,2+1,2.Kat,Klimalı,Krediye Uygun,Betonarme,Eşyalı,1,,,19 Aralık 2023,Konut,Daire,110 M2,5-10,3,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,İkinci El,,,30 TL,,,,,,,,
14417793,"6,300,000TL",Antalya - Kemer - Arslanbucak Mahallesi,19 Aralık 2023,Satılık,85 M2,2+1,Bahçe Katı,Klimalı,Bilinmiyor,,,1,,,19 Aralık 2023,Konut,Daire,95 M2,5-10,3,Mülk Sahibi Oturuyor,,Evet,,,,Birim Fiyat,,,,,,,,,,,,,,,
14417604,"3,000,000TL",Antalya - Kepez - Çamlıbel Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,3.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,100 M2,3,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14417602,"2,750,000TL",Antalya - Muratpaşa - Konuksever Mahallesi,19 Aralık 2023,Satılık,80 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,90 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14417350,"3,100,000TL",Antalya - Kepez - Duraliler Mahallesi,19 Aralık 2023,Satılık,150 M2,3+1,8.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,1,,,19 Aralık 2023,Konut,Daire,165 M2,11-15,10,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,İkinci El,,,250 TL,,,,,,,,
14417259,"16,000,000TL",Antalya - Manavgat - Evrenseki Mahallesi,19 Aralık 2023,Satılık,119 M2,1 Oda,,Klimalı,Krediye Uygun,,,Yok,,,19 Aralık 2023,Konut,Bina,120 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14417258,"2,900,000TL",Antalya - Manavgat - Şelale Mahallesi,19 Aralık 2023,Satılık,75 M2,2+1,3.Kat,Sobalı,Krediye Uygun Değil,,Boş,1,,,19 Aralık 2023,Konut,Daire,80 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14417257,"2,900,000TL",Antalya - Manavgat - Şelale Mahallesi,19 Aralık 2023,Satılık,75 M2,2+1,3.Kat,Sobalı,Krediye Uygun Değil,,Boş,1,,,19 Aralık 2023,Konut,Daire,80 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14417256,"2,700,000TL",Antalya - Manavgat - Şelale Mahallesi,19 Aralık 2023,Satılık,75 M2,2+1,1.Kat,Sobalı,Krediye Uygun Değil,,,1,,,19 Aralık 2023,Konut,Daire,80 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14416991,"3,100,000TL",Antalya - Kepez - Kütükçü Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,3.Kat,Klimalı,Krediye Uygun,,,1,,,19 Aralık 2023,Konut,Daire,105 M2,4,3,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14416980,"8,000,000TL",Antalya - Serik - Belek Mahallesi,19 Aralık 2023,Satılık,120 M2,3+1,,Klimalı,Bilinmiyor,,,2,,,19 Aralık 2023,Konut,Villa,130 M2,5-10,3,Boş,,Hayır,,,,Genel Fiyat,,,35000 TL,,,,,,,,,,,,
14416958,"2,350,000TL",Antalya - Manavgat - Aydınevler Mahallesi,19 Aralık 2023,Satılık,115 M2,3+1,Düz Giriş (Zemin),Klimalı,Krediye Uygun,,,1,,,19 Aralık 2023,Konut,Daire,125 M2,5-10,4,Mülk Sahibi Oturuyor,,Hayır,,,,Birim Fiyat,,,15000 TL,,,,,,,,,,,,
14416856,"4,995,000TL",Antalya - Alanya - Oba Mahallesi,18 Aralık 2023,Satılık,110 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Eşyalı,1,,1,18 Aralık 2023,Konut,Daire,120 M2,5-10,5,Boş,,Hayır,Yok,,,Genel Fiyat,,,25000 TL,İkinci El,,,,,,,,,,,
14416822,"4,685,000TL",Antalya - Alanya - Oba Mahallesi,18 Aralık 2023,Satılık,110 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Eşyalı,1,,1,18 Aralık 2023,Konut,Daire,120 M2,5-10,5,Boş,,Hayır,Yok,,,Genel Fiyat,,,25000 TL,İkinci El,,,,,,,,,,,
14416808,"3,750,000TL",Antalya - Serik - Belek Mahallesi,19 Aralık 2023,Satılık,150 M2,3+1,Villa Tipi,Klimalı,Bilinmiyor,,,2,3,3,18 Aralık 2023,Konut,Daire,170 M2,11-15,3,Boş,,Hayır,Var,Var," Açık Balkon, Açık Teras  ",Birim Fiyat,,,,,,,,,,,,,,,
14416777,"2,200,000TL",Antalya - Manavgat - Ilıca Mahallesi,18 Aralık 2023,Satılık,75 M2,2+1,Bahçe Katı,Klimalı,Krediye Uygun,,Boş,1,,,18 Aralık 2023,Konut,Daire,90 M2,4,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14416646,"3,650,000TL",Antalya - Kepez - Habibler Mahallesi,18 Aralık 2023,Satılık,150 M2,4+1,Çatı Dubleks,Klimalı,Krediye Uygun,,,2,2,2,18 Aralık 2023,Konut,Daire,160 M2,1,3,Boş,Yatırıma Uygun,Hayır,Var,Var,Açık Teras,Genel Fiyat,Kat Mülkiyeti,Yok,15000 TL,Sıfır,,,,,,,,,,,
14416623,"4,600,000TL",Antalya - Muratpaşa - Meydankavağı Mahallesi,18 Aralık 2023,Satılık,140 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,2,18 Aralık 2023,Konut,Daire,160 M2,11-15,4,Boş,Yatırıma Uygun,Hayır,,Var,,Genel Fiyat,,,,,,Evet,,,,,,,,,
14416008,"5,500,000TL",Antalya - Muratpaşa - Yıldız Mahallesi,18 Aralık 2023,Satılık,110 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,2,1,2,18 Aralık 2023,Konut,Daire,120 M2,3,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,Hayır,Yok,Var,,Genel Fiyat,Kat İrtifakı,Yok,,,Var,Evet,,,,,,,,,
14415856,"2,950,000TL",Antalya - Manavgat - Sarılar Mahallesi,19 Aralık 2023,Satılık,125 M2,3+1,2.Kat,Sobalı,Krediye Uygun,,,1,,,18 Aralık 2023,Konut,Daire,130 M2,0 (Yeni),3,Boş,,Hayır,,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14415822,"3,950,000TL",Antalya - Döşemealtı - Bahçeyaka Mahallesi,19 Aralık 2023,Satılık,125 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,1,2,1,18 Aralık 2023,Konut,Daire,140 M2,5-10,3,Boş,,Hayır,,Var,,Genel Fiyat,Kat Mülkiyeti,Yok,15000 TL,,,Hayır,,,,,,,,,
14415505,"3,100,000TL",Antalya - Kepez - Şelale Mahallesi,18 Aralık 2023,Satılık,120 M2,3+1,3.Kat,Klimalı,Krediye Uygun,Betonarme,,1,,2,18 Aralık 2023,Konut,Daire,135 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Hayır,,,,Genel Fiyat,Kat İrtifakı,,15000 TL,Sıfır,,,,,,,,,,,
14415417,"8,250,000TL",Antalya - Muratpaşa - Şirinyalı Mahallesi,18 Aralık 2023,Satılık,90 M2,2+1,15.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,18 Aralık 2023,Konut,Daire,100 M2,11-15,18,Boş,,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,1000 TL,,,,,,,,
14415368,"1,650,000TL",Antalya - Kepez - Gazi Mahallesi,18 Aralık 2023,Satılık,65 M2,1+1,Yüksek Giriş,Klimalı,Krediye Uygun,,,1,,,18 Aralık 2023,Konut,Daire,75 M2,5-10,5,Mülk Sahibi Oturuyor,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14415327,"2,350,000TL",Antalya - Kepez - Fevzi Çakmak Mahallesi,18 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,18 Aralık 2023,Konut,Daire,105 M2,0 (Yeni),3,Boş,,Hayır,,Var,,Genel Fiyat,Kat Mülkiyeti,,,Sıfır,,Hayır,,,,,,,,,
14415270,"4,597,950TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,5.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,,1,18 Aralık 2023,Konut,Daire,54 M2,0 (Yeni),12,Boş,Yatırıma Uygun,Evet,Var,,,Genel Fiyat,Kat İrtifakı,Yok,,Sıfır,,Evet,,,,,,,,,
14415144,"2,500,000TL",Antalya - Muratpaşa - Altındağ Mahallesi,18 Aralık 2023,Satılık,100 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Boş,2,,,18 Aralık 2023,Konut,Daire,110 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,Hayır,Yok,Var,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14414935,"1,460,000TL",Antalya - Finike - Kum Mahallesi,18 Aralık 2023,Satılık,41 M2,1+1,4.Kat,Klimalı,Krediye Uygun Değil,,Boş,1,,,18 Aralık 2023,Konut,Daire,52 M2,0 (Yeni),4,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14414932,"2,690,000TL",Antalya - Finike - Kum Mahallesi,18 Aralık 2023,Satılık,73 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,,,18 Aralık 2023,Konut,Daire,95 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14414906,"2,975,000TL",Antalya - Muratpaşa - Muratpaşa Mahallesi,19 Aralık 2023,Satılık,150 M2,3+1,2.Kat,Klimalı,Krediye Uygun Değil,,Boş,2,,2,18 Aralık 2023,Konut,Daire,160 M2,11-15,3,Mülk Sahibi Oturuyor,,Hayır,Yok,,,Genel Fiyat,,,16000 TL,İkinci El,,,50 TL,,,,,,,,
14414853,"6,183,450TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,75 M2,2+1,2.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,,1,18 Aralık 2023,Konut,Daire,83 M2,0 (Yeni),12,Boş,Yatırıma Uygun,Hayır,Var,Var,,Genel Fiyat,,Yok,,Sıfır,,Evet,,,,,,,,,
14414671,"1,920,000TL",Antalya - Alanya - Avsallar Mahallesi,18 Aralık 2023,Satılık,40 M2,1+1,8.Kat,Isıtma Yok,Bilinmiyor,,Boş,1,1,1,18 Aralık 2023,Konut,Daire,50 M2,0 (Yeni),10,Boş,,Hayır,,Var,,Genel Fiyat,,,,Sıfır,,,,,,,,,,,
14414592,"5,400,000TL",Antalya - Muratpaşa - Bahçelievler Mahallesi,18 Aralık 2023,Satılık,135 M2,3+1,5.Kat,Klimalı,Krediye Uygun,,,1,,,18 Aralık 2023,Konut,Daire,150 M2,21 Ve Üzeri,7,Boş,,Hayır,,Var,,Genel Fiyat,,,22500 TL,,,,,,,,,,,,
14414535,"5,400,000TL",Antalya - Alanya - Avsallar Mahallesi,18 Aralık 2023,Satılık,86 M2,2+1,7.Kat,Isıtma Yok,Krediye Uygun,,Boş,1,,,18 Aralık 2023,Konut,Daire,95 M2,0 (Yeni),9,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
